timestamp,X_sma_30,X_sma_60,X_kama_30,X_kama_60,X_slope_360,X_slope_720,actual_target,forecast,y_predict,y_actual,signal_correct,pnl,return_pct,duration,tp_sl_status,Category
2024-06-12 12:00:00,1.375965,1.376244,1.376170025998605,1.375678662408025,2.129615454851588e-05,2.377073129630927e-06,1.454852296123299e-05,-9.783272282777532e-05,-1,1,0,0,,,No TP/SL,ML model failed
2024-06-12 13:00:00,1.3759043333333334,1.3762198333333335,1.3761393572311842,1.3756694725142251,2.142182810052364e-05,2.5713797030164344e-06,-0.0003346111600095,-9.784821560870337e-05,-1,-1,1,1,0.003224,0 days 02:00:00,TP Hit,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-12 14:00:00,1.375846,1.3761935,1.3761010162894578,1.3756551177912846,2.154063945966677e-05,2.761630198625e-06,-0.003769273869036,-9.773135682806384e-05,-1,-1,1,1,0.003224,0 days 02:00:00,TP Hit,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-12 15:00:00,1.3756106666666668,1.3760725,1.375490644744019,1.3753722678022682,2.1403317155222056e-05,2.892825153352958e-06,-0.0003359895989305,-9.191786711217642e-05,-1,-1,1,1,0.003224,0 days 02:00:00,TP Hit,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-12 16:00:00,1.3753563333333332,1.375947,1.37483545790788,1.3750704229500317,2.1234595431542204e-05,3.009719347438611e-06,0.0002630367593869,-8.57251344879849e-05,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-12 17:00:00,1.375097,1.375822833333333,1.374252334063847,1.3748031748558531,2.117592728340364e-05,3.130472055944214e-06,0.0001753117261631,-8.049788151519748e-05,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-12 18:00:00,1.374823,1.375692,1.3736837235529011,1.3745347922957571,2.113074432159028e-05,3.255305758700183e-06,-0.0005696632413838,-7.547868369667448e-05,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-12 19:00:00,1.374536,1.3755553333333337,1.3730665316774042,1.3742280701291367,2.1009661854386924e-05,3.3696448102539265e-06,0.0008915196024699,-6.989105999876125e-05,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-12 20:00:00,1.374257,1.375446333333333,1.372691759570895,1.3740652842583356,2.0966279317993365e-05,3.498248131917112e-06,0.0014310016281293,-6.709429712647366e-05,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-12 21:00:00,1.3740686666666666,1.3753615,1.3726334384231955,1.3740051493169618,2.100067773157266e-05,3.6388502549863247e-06,0.0007071877984587,-6.705751911177573e-05,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-12 22:00:00,1.373877,1.3752973333333331,1.3726315404761738,1.373980247044525,2.1046616872050584e-05,3.785942391853823e-06,-0.0002768468599737,-6.787895115639703e-05,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-12 23:00:00,1.3737066666666666,1.3752050000000002,1.3726108858083097,1.373931721151747,2.111005228950866e-05,3.939407354813966e-06,-0.0003570855985192,-6.800660223357747e-05,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-13 00:00:00,1.373542,1.3751031666666669,1.3725682150057736,1.373864216025542,2.126095108756673e-05,4.079818987551791e-06,0.000247862188623,-6.791777995813274e-05,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 01:00:00,1.373407,1.375009666666667,1.372549564541623,1.3738150692652564,2.140513558488672e-05,4.231716624972583e-06,5.830606310186504e-05,-6.789208995346999e-05,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 02:00:00,1.3732823333333333,1.374933,1.372535954259769,1.37377786343421,2.156567694709553e-05,4.384571215097459e-06,0.0004882848085121,-6.806576822943931e-05,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 03:00:00,1.3732006666666667,1.3748646666666666,1.372541758337848,1.37375932918339,2.1748048467458656e-05,4.479482824359652e-06,0.0008595445870545,-6.824178053558792e-05,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 04:00:00,1.3731536666666666,1.3748066666666667,1.3725585439093382,1.3737631901929963,2.197836274456464e-05,4.644534100820876e-06,-0.0001018922852984,-6.839297233765807e-05,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-13 05:00:00,1.3730916666666666,1.3747443333333331,1.3725777331545108,1.3737648582262671,2.220509288907052e-05,4.783688015082478e-06,8.006638230950713e-05,-6.865505417401103e-05,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 06:00:00,1.3730396666666669,1.3747178333333332,1.3725953359914609,1.3737666946236615,2.243009076718128e-05,4.92190828557282e-06,0.0002037890201387,-6.92599666110641e-05,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 07:00:00,1.372997,1.374682,1.3726129880750448,1.3737721193153936,2.2669038084164463e-05,5.054543733026622e-06,0.0002037474986356,-6.969715650239199e-05,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 08:00:00,1.3729656666666668,1.3746586666666665,1.372629453128788,1.3737784863437446,2.2907483854046828e-05,5.186312891533166e-06,8.73025688781226e-05,-7.018032000157433e-05,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 09:00:00,1.3729233333333333,1.3746351666666667,1.3726509714054074,1.373785840428337,2.3114689670966965e-05,5.327863608276324e-06,-0.0003782781071544,-7.074288369266415e-05,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-13 10:00:00,1.3728926666666663,1.3746023333333333,1.3726637751666757,1.3737894308021477,2.33086996556047e-05,5.458026057141565e-06,-0.0004220852466652,-7.098609405048958e-05,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-13 11:00:00,1.37285,1.3745661666666666,1.372673265398821,1.373786755919529,2.348648266320067e-05,5.570545403570742e-06,0.0004805067161732,-7.124180802709634e-05,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 12:00:00,1.3728249999999995,1.3745426666666667,1.372684830755394,1.3737902461907916,2.3673933955264097e-05,5.699793016559719e-06,0.0004147837666732,-7.152905980832061e-05,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 13:00:00,1.372812,1.3745221666666667,1.3726968934596002,1.3737977939314114,2.390561784171372e-05,5.831983665085457e-06,0.0002836817527169,-7.183297277838356e-05,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 14:00:00,1.3728300000000002,1.374508,1.3727128649857083,1.3738065973353466,2.411793943884784e-05,5.966283531920651e-06,-0.0013016572496491,-7.194926286974244e-05,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-13 15:00:00,1.3727676666666668,1.3744588333333332,1.3727219087002764,1.3738008313468808,2.4206704269833347e-05,6.079215687776202e-06,0.0007208492915289,-7.204673985380299e-05,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 16:00:00,1.3727616666666669,1.374424833333333,1.372729857324663,1.3738064519828137,2.434832187490396e-05,6.193811137732063e-06,0.0008294709576024,-7.192971951610133e-05,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 17:00:00,1.3727783333333332,1.3744038333333333,1.372746686281454,1.3738189285714677,2.4526299071233265e-05,6.327507383296052e-06,-0.0004798220296472,-7.191876197298429e-05,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-13 18:00:00,1.372783,1.374374,1.37275646304762,1.3738280402534715,2.4670159491980823e-05,6.453800868966979e-06,0.0002109321016838,-7.17753249679807e-05,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 19:00:00,1.3727966666666669,1.3743505,1.3727699121134993,1.3738381122963692,2.490238350606624e-05,6.590879804924424e-06,-0.0002545195398286,-7.18219930948875e-05,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-13 20:00:00,1.3728139999999998,1.37433,1.3727822099718645,1.3738449523449094,2.5176134332329617e-05,6.720579772201111e-06,-0.0004582518057302,-7.194350733555052e-05,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-13 21:00:00,1.372983,1.3742968333333332,1.3728540759814205,1.3738479069127094,2.542458660943284e-05,6.841057595904412e-06,-0.0002328695348431,-7.113883606598906e-05,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-13 22:00:00,1.3731566666666666,1.3742565,1.3729081473032636,1.3738478220412058,2.5710525029779624e-05,6.955215962986031e-06,0.0002474815116753,-7.0101737129275e-05,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 23:00:00,1.3733296666666666,1.3742133333333335,1.3729776212046243,1.373851592639494,2.6104724316293127e-05,7.063268672704855e-06,-0.0003129138831884,-6.93871262326172e-05,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
