timestamp,X_slope_360,X_slope_720,actual_target,forecast,y_predict,y_actual,signal_correct,pnl,return_pct,duration,tp_sl_status,Category
2024-06-12 22:00:00,2.1046616872050584e-05,3.785942391853823e-06,-0.0002768468599737,-1.345395369191828e-06,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-12 23:00:00,2.111005228950866e-05,3.939407354813966e-06,-0.0003570855985192,-1.1710785450748388e-06,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-13 00:00:00,2.126095108756673e-05,4.079818987551791e-06,0.000247862188623,-1.111436477713605e-06,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 01:00:00,2.140513558488672e-05,4.231716624972583e-06,5.830606310186504e-05,-1.026423003774325e-06,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 02:00:00,2.156567694709553e-05,4.384571215097459e-06,0.0004882848085121,-9.574851420014156e-07,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 03:00:00,2.1748048467458656e-05,4.479482824359652e-06,0.0008595445870545,-1.0035899325057256e-06,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 04:00:00,2.197836274456464e-05,4.644534100820876e-06,-0.0001018922852984,-9.90401370422547e-07,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-13 05:00:00,2.220509288907052e-05,4.783688015082478e-06,8.006638230950713e-05,-1.0142855157632748e-06,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 06:00:00,2.243009076718128e-05,4.92190828557282e-06,0.0002037890201387,-1.0377824931599456e-06,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 07:00:00,2.2669038084164463e-05,5.054543733026622e-06,0.0002037474986356,-1.0851046861326403e-06,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 08:00:00,2.2907483854046828e-05,5.186312891533166e-06,8.73025688781226e-05,-1.1332566138880783e-06,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 09:00:00,2.3114689670966965e-05,5.327863608276324e-06,-0.0003782781071544,-1.132359226291927e-06,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-13 10:00:00,2.33086996556047e-05,5.458026057141565e-06,-0.0004220852466652,-1.1352701715469642e-06,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-13 11:00:00,2.348648266320067e-05,5.570545403570742e-06,0.0004805067161732,-1.1486149276718315e-06,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 12:00:00,2.3673933955264097e-05,5.699793016559719e-06,0.0004147837666732,-1.1459193077680702e-06,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 13:00:00,2.390561784171372e-05,5.831983665085457e-06,0.0002836817527169,-1.186134340048202e-06,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 14:00:00,2.411793943884784e-05,5.966283531920651e-06,-0.0013016572496491,-1.2021965532911055e-06,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-13 15:00:00,2.4206704269833347e-05,6.079215687776202e-06,0.0007208492915289,-1.1191710366883225e-06,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 16:00:00,2.434832187490396e-05,6.193811137732063e-06,0.0008294709576024,-1.090347551248399e-06,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 17:00:00,2.4526299071233265e-05,6.327507383296052e-06,-0.0004798220296472,-1.0704344489392585e-06,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-13 18:00:00,2.4670159491980823e-05,6.453800868966979e-06,0.0002109321016838,-1.0255357262770043e-06,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 19:00:00,2.490238350606624e-05,6.590879804924424e-06,-0.0002545195398286,-1.058606390200327e-06,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-13 20:00:00,2.5176134332329617e-05,6.720579772201111e-06,-0.0004582518057302,-1.1479905379325822e-06,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-13 21:00:00,2.542458660943284e-05,6.841057595904412e-06,-0.0002328695348431,-1.224746213718506e-06,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-13 22:00:00,2.5710525029779624e-05,6.955215962986031e-06,0.0002474815116753,-1.3517962067580135e-06,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-13 23:00:00,2.6104724316293127e-05,7.063268672704855e-06,-0.0003129138831884,-1.604904037171502e-06,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-14 00:00:00,2.6539102667986947e-05,7.153379925494437e-06,0.0004367606915376,-1.9295684732539824e-06,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-14 01:00:00,2.697066463991557e-05,7.241489181108134e-06,4.36570014916704e-05,-2.254368394773599e-06,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-14 02:00:00,2.736997713460313e-05,7.324324828299666e-06,0.0003492407651282,-2.552825752187905e-06,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-14 03:00:00,2.7791969845440284e-05,7.39490125688345e-06,-0.0008509771690825,-2.895044003474877e-06,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-14 04:00:00,2.815663315304337e-05,7.45911820172869e-06,-5.823603063226379e-05,-3.185668240590244e-06,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-14 05:00:00,2.853964536762724e-05,7.518273729933928e-06,0.0004003960280714,-3.5040211166081254e-06,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-14 06:00:00,2.89502735360782e-05,7.580336446103412e-06,8.73241691468074e-05,-3.8474740480789374e-06,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-14 07:00:00,2.9350895197239096e-05,7.641121028375715e-06,0.0001819094672963,-4.182187242753442e-06,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-14 08:00:00,2.978453666052652e-05,7.702583016803158e-06,-2.1825165871236507e-05,-4.551334856816315e-06,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-14 09:00:00,3.023043516281822e-05,7.759734136564196e-06,0.0004074119880976,-4.940474633854565e-06,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-14 10:00:00,3.068666682099104e-05,7.821006920658132e-06,0.0005090575889579,-5.334211640904573e-06,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-14 11:00:00,3.117571509039736e-05,7.892515867746732e-06,0.0001381024720341,-5.747058515423492e-06,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-14 12:00:00,3.167710913407481e-05,7.96580079565935e-06,-2.1802642480195367e-05,-6.170373685954986e-06,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-14 13:00:00,3.211567090282424e-05,8.041673659331951e-06,-0.0002252988844071,-6.522037862877855e-06,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-14 14:00:00,3.253803270089121e-05,8.109026862819115e-06,0.0006687796225757,-6.869746765456595e-06,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-14 15:00:00,3.301266213474743e-05,8.195750281138548e-06,0.0002324635322832,-7.243045599106432e-06,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-14 16:00:00,3.346432714243788e-05,8.285632463271745e-06,-0.0009223752251465,-7.58665973473232e-06,-1,-1,1,1,0.003401,4 days 01:00:00,No TP/SL,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-14 17:00:00,3.3837440875344534e-05,8.35286751451826e-06,-0.0012867018995209,-7.881600767279455e-06,-1,-1,1,1,0.003401,4 days 01:00:00,No TP/SL,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-14 18:00:00,3.413096294468819e-05,8.400852271433212e-06,-0.0005386362312932,-8.121381855354475e-06,-1,-1,1,1,0.003401,4 days 01:00:00,No TP/SL,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-14 19:00:00,3.4301461945441855e-05,8.436800611100246e-06,0.0007137134950112,-8.247902478710457e-06,-1,1,0,1,0.003401,4 days 01:00:00,No TP/SL,Unlikely Event(Luck)
2024-06-14 20:00:00,3.440483594269484e-05,8.487793025564926e-06,-8.00535631113597e-05,-8.27847138690751e-06,-1,-1,1,1,0.003401,4 days 01:00:00,No TP/SL,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-14 21:00:00,3.4485992690297564e-05,8.493806893913768e-06,-0.0005167507296374,-8.356232236697364e-06,-1,-1,1,1,0.003401,4 days 01:00:00,No TP/SL,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-14 22:00:00,3.448560559881492e-05,8.512231730106718e-06,-0.0002111763249492,-8.326698539674283e-06,-1,-1,1,1,0.003401,4 days 01:00:00,No TP/SL,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-14 23:00:00,3.443598716042479e-05,8.565619982531253e-06,2.9133921352952896e-05,-8.18897420700354e-06,-1,1,0,1,0.003401,4 days 01:00:00,No TP/SL,Unlikely Event(Luck)
2024-06-17 00:00:00,3.444789568852662e-05,8.624754291558542e-06,0.0001529486311095,-8.108326792583046e-06,-1,1,0,1,0.003401,4 days 01:00:00,No TP/SL,Unlikely Event(Luck)
2024-06-17 01:00:00,3.4479836521378906e-05,8.688136293975242e-06,0.0002184646305765,-8.042506569300117e-06,-1,1,0,1,0.003401,4 days 01:00:00,No TP/SL,Unlikely Event(Luck)
2024-06-17 02:00:00,3.4513229268767186e-05,8.751589348478146e-06,5.096394664794168e-05,-7.978135248735856e-06,-1,1,0,1,0.003401,4 days 01:00:00,No TP/SL,Unlikely Event(Luck)
2024-06-17 03:00:00,3.455728182060368e-05,8.814174988752711e-06,0.0002184057833851,-7.926596822431796e-06,-1,1,0,1,0.003401,4 days 01:00:00,No TP/SL,Unlikely Event(Luck)
2024-06-17 04:00:00,3.4636109589347754e-05,8.878081522769846e-06,0.0002693083143483,-7.910363418944027e-06,-1,1,0,1,0.003401,4 days 01:00:00,No TP/SL,Unlikely Event(Luck)
2024-06-17 05:00:00,3.471585300299469e-05,8.952100119791155e-06,1.4553286859841918e-05,-7.879134094691602e-06,-1,1,0,1,0.003401,4 days 01:00:00,No TP/SL,Unlikely Event(Luck)
2024-06-17 06:00:00,3.478064259758616e-05,9.02245455076412e-06,-5.821230025893076e-05,-7.837616113253362e-06,-1,-1,1,1,0.003401,4 days 01:00:00,No TP/SL,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-17 07:00:00,3.484342085974768e-05,9.103393010653004e-06,0.0001819240285256,-7.77720907675953e-06,-1,1,0,1,0.003401,4 days 01:00:00,No TP/SL,Unlikely Event(Luck)
2024-06-17 08:00:00,3.492178566192056e-05,9.181843039813752e-06,-0.0001600640256101,-7.737494222078007e-06,-1,-1,1,1,0.003401,4 days 01:00:00,No TP/SL,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-17 09:00:00,3.498518635690489e-05,9.247597892748306e-06,0.000116428836512,-7.701751697970121e-06,-1,1,0,1,0.003401,4 days 01:00:00,No TP/SL,Unlikely Event(Luck)
2024-06-17 10:00:00,3.5041922905797865e-05,9.319169050586878e-06,-0.0001600710133223,-7.649651739726143e-06,-1,-1,1,1,0.003401,4 days 01:00:00,No TP/SL,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-17 11:00:00,3.507898594898922e-05,9.390200566228154e-06,-5.0939840048891405e-05,-7.5772504185769664e-06,-1,-1,1,1,0.003401,4 days 01:00:00,No TP/SL,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-17 12:00:00,3.5110744167273174e-05,9.462787029533796e-06,-7.277490721047107e-06,-7.496687675740192e-06,-1,-1,1,1,0.003401,4 days 01:00:00,No TP/SL,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-17 13:00:00,3.5136271627621786e-05,9.53206796308799e-06,0.0004584852520577,-7.41464908832809e-06,-1,1,0,1,0.003401,4 days 01:00:00,No TP/SL,Unlikely Event(Luck)
2024-06-17 14:00:00,3.515770697818964e-05,9.60021688570238e-06,0.0001018389199254,-7.329999369425834e-06,-1,1,0,1,0.003401,4 days 01:00:00,No TP/SL,Unlikely Event(Luck)
2024-06-17 15:00:00,3.518134141981431e-05,9.674971884576872e-06,-0.0002982121816039,-7.237274415808607e-06,-1,-1,1,1,0.003401,4 days 01:00:00,No TP/SL,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-17 16:00:00,3.519752081420668e-05,9.741756992826618e-06,0.0012950634799375,-7.149128453003705e-06,-1,1,0,1,0.003401,4 days 01:00:00,No TP/SL,Unlikely Event(Luck)
2024-06-17 17:00:00,3.527457387788492e-05,9.826005001282522e-06,-0.0007338889575143,-7.098840367243406e-06,-1,-1,1,1,0.003401,4 days 01:00:00,No TP/SL,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-17 18:00:00,3.522556115404348e-05,9.896794586138233e-06,-0.0008362298395893,-6.934267346574649e-06,-1,-1,1,1,0.003401,4 days 01:00:00,No TP/SL,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-17 19:00:00,3.51204561763581e-05,9.949870177208433e-06,-0.0007204873114179,-6.737374537660702e-06,-1,-1,1,1,0.003401,4 days 01:00:00,No TP/SL,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-17 20:00:00,3.495626380861501e-05,9.979804648525292e-06,-0.0006263291286743,-6.513518077665329e-06,-1,-1,1,1,0.003401,4 days 01:00:00,No TP/SL,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-17 21:00:00,3.474893067589571e-05,9.990070872044787e-06,2.186238358281578e-05,-6.274356460078124e-06,-1,1,0,1,0.003401,4 days 01:00:00,No TP/SL,Unlikely Event(Luck)
2024-06-17 22:00:00,3.452676332379767e-05,9.999765303034053e-06,-7.287301876479635e-05,-6.020147790392995e-06,-1,-1,1,1,0.003401,4 days 01:00:00,No TP/SL,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-17 23:00:00,3.430410214071324e-05,1.0013525296134102e-05,2.1863498888663457e-05,-5.7589831598054375e-06,-1,1,0,1,0.003401,4 days 01:00:00,No TP/SL,Unlikely Event(Luck)
2024-06-18 00:00:00,3.408236817669136e-05,1.0034957950645475e-05,-0.0001457534725765,-5.486690133188652e-06,-1,-1,1,1,0.003401,4 days 01:00:00,No TP/SL,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-18 01:00:00,3.3847231331496706e-05,1.0051920914181903e-05,-0.0004227466872694,-5.207049116304078e-06,-1,-1,1,1,0.003401,4 days 01:00:00,No TP/SL,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-18 02:00:00,3.35904739491366e-05,1.0059791299734887e-05,0.0003427154732389,-4.918529697863913e-06,-1,1,0,1,0.003401,4 days 01:00:00,No TP/SL,Unlikely Event(Luck)
2024-06-18 03:00:00,3.334079995473641e-05,1.008045331234652e-05,0.000830982527499,-4.617411683199219e-06,-1,1,0,1,0.003401,4 days 01:00:00,No TP/SL,Unlikely Event(Luck)
2024-06-18 04:00:00,3.313359413782159e-05,1.0111804967448418e-05,0.000451562625181,-4.345064850900474e-06,-1,1,0,1,0.003401,4 days 01:00:00,No TP/SL,Unlikely Event(Luck)
2024-06-18 05:00:00,3.2946833437493864e-05,1.0149647440160156e-05,0.0001019197309319,-4.084444195915541e-06,-1,1,0,1,0.003401,4 days 01:00:00,No TP/SL,Unlikely Event(Luck)
2024-06-18 06:00:00,3.273820399846357e-05,1.0194554451922282e-05,0.0001892602109523,-3.789144548653961e-06,-1,1,0,1,0.003401,4 days 01:00:00,No TP/SL,Unlikely Event(Luck)
2024-06-18 07:00:00,3.251817529457334e-05,1.024386765790219e-05,-0.0004512274113372,-3.474624424055083e-06,-1,-1,1,1,0.003401,4 days 01:00:00,No TP/SL,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-18 08:00:00,3.2257545711503824e-05,1.027756049554168e-05,1.4562293852549146e-05,-3.1411331669881204e-06,-1,1,0,1,0.003401,4 days 01:00:00,No TP/SL,Unlikely Event(Luck)
2024-06-18 09:00:00,3.2019399583853215e-05,1.0323541808514167e-05,0.0008154765805319,-2.812397576384524e-06,-1,1,0,1,0.003401,4 days 01:00:00,No TP/SL,Unlikely Event(Luck)
2024-06-18 10:00:00,3.185604569995107e-05,1.0386445736463312e-05,0.0004583318176858,-2.537339815358997e-06,-1,1,0,1,0.003401,4 days 01:00:00,No TP/SL,Unlikely Event(Luck)
2024-06-18 11:00:00,3.172614757829153e-05,1.0448878341449072e-05,-0.000349045215899,-2.299000625709204e-06,-1,-1,1,1,0.003401,4 days 01:00:00,No TP/SL,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-18 12:00:00,3.154769712731916e-05,1.0514195307723116e-05,3.637157197933227e-05,-2.003896677823434e-06,-1,1,0,1,0.003401,4 days 01:00:00,No TP/SL,Unlikely Event(Luck)
2024-06-18 13:00:00,3.1389262262825776e-05,1.05833463541859e-05,0.0004655391889432,-1.72425559328066e-06,-1,1,0,1,0.003401,4 days 01:00:00,No TP/SL,Unlikely Event(Luck)
2024-06-18 14:00:00,3.1248008600886506e-05,1.0662926947498582e-05,-0.0014686743396418,-1.4466065979570311e-06,-1,-1,1,1,0.003401,4 days 01:00:00,No TP/SL,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-18 15:00:00,3.1020875932685046e-05,1.0717661010123144e-05,-0.0011358920028834,-1.1158810612302248e-06,-1,-1,1,1,0.003401,4 days 01:00:00,No TP/SL,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-18 16:00:00,3.068975455055949e-05,1.0748754177114629e-05,0.0006341986135105,4.313177395341716e-05,1,1,1,1,0.003401,4 days 01:00:00,No TP/SL,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-18 17:00:00,3.038842763705445e-05,1.0796728967434889e-05,-0.0002622606871229,4.290990635021077e-05,1,-1,0,1,0.003401,4 days 01:00:00,No TP/SL,Unlikely Event(Luck)
2024-06-18 18:00:00,3.016522632631561e-05,1.0835538359440077e-05,-0.00024775562551,4.274623073213894e-05,1,-1,0,-1,-0.005492,6 days 00:00:00,SL Hit,ML model failed
2024-06-18 19:00:00,2.9898679773755417e-05,1.087051125998022e-05,6.55986238866646e-05,4.254844869849214e-05,1,1,1,-1,-0.005492,6 days 00:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-18 20:00:00,2.961694277476233e-05,1.0898631973942322e-05,-0.0003644128943858,4.233759002884112e-05,1,-1,0,-1,-0.005492,6 days 00:00:00,SL Hit,ML model failed
2024-06-18 21:00:00,2.932283428112816e-05,1.0936932587958846e-05,0.0001312364662393,4.211929767156878e-05,1,1,1,-1,-0.005492,6 days 00:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-18 22:00:00,2.910133823048636e-05,1.0968878058521926e-05,-9.476945507558288e-05,4.195553231564305e-05,1,-1,0,-1,-0.005492,6 days 00:00:00,SL Hit,ML model failed
2024-06-18 23:00:00,2.886789764323173e-05,1.103698534652809e-05,-2.187194704084128e-05,4.1789963676756784e-05,1,-1,0,-1,-0.005492,6 days 00:00:00,SL Hit,ML model failed
2024-06-19 00:00:00,2.860996226821873e-05,1.1104387579186478e-05,-2.187242543305601e-05,4.160541974658969e-05,1,-1,0,-1,-0.005492,6 days 00:00:00,SL Hit,ML model failed
2024-06-19 01:00:00,2.835388390340536e-05,1.119067214635564e-05,5.832774359104676e-05,4.142615681370794e-05,1,1,1,-1,-0.005492,6 days 00:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-19 02:00:00,2.8087599698549948e-05,1.1282213443042136e-05,0.000240587909364,4.124012045467818e-05,1,1,1,-1,-0.005492,6 days 00:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-19 03:00:00,2.7850419370518143e-05,1.1368465699194836e-05,-0.0002915515645387,4.1075379597477145e-05,1,-1,0,-1,-0.005492,6 days 00:00:00,SL Hit,ML model failed
2024-06-19 04:00:00,2.760075052018715e-05,1.1450459491618417e-05,-0.0001239455514483,4.090016862763124e-05,1,-1,0,-1,-0.005492,6 days 00:00:00,SL Hit,ML model failed
2024-06-19 05:00:00,2.738139183170792e-05,1.1527621741808716e-05,0.000408341840455,4.074727390478062e-05,1,1,1,-1,-0.005492,6 days 00:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-19 06:00:00,2.7166886575764497e-05,1.1620672815069826e-05,0.0002040875827284,4.060135291667164e-05,1,1,1,-1,-0.005492,6 days 00:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-19 07:00:00,2.701276501618977e-05,1.1719546301843992e-05,-0.0003060689092287,4.050304265025228e-05,1,-1,0,-1,-0.005492,6 days 00:00:00,SL Hit,ML model failed
2024-06-19 08:00:00,2.6840949132829684e-05,1.1818699495927814e-05,0.000532139785103,4.039118620017927e-05,1,1,1,-1,-0.005492,6 days 00:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-19 09:00:00,2.670140844708328e-05,1.193817407054289e-05,-0.0006921423627554,4.0308289690453776e-05,1,-1,0,-1,-0.005492,6 days 00:00:00,SL Hit,ML model failed
2024-06-19 10:00:00,2.6560961118519176e-05,1.2050796458541332e-05,5.832604257816065e-05,4.022329782617592e-05,1,1,1,-1,-0.005492,6 days 00:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-19 11:00:00,2.6347874340584773e-05,1.2166311084691823e-05,4.3741980636946565e-05,4.008305151881501e-05,1,1,1,-1,-0.005492,6 days 00:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-19 12:00:00,2.6139710440152293e-05,1.228309853991008e-05,-0.0005394608307696,3.994684963070992e-05,1,-1,0,-1,-0.005492,6 days 00:00:00,SL Hit,ML model failed
2024-06-19 13:00:00,2.5910217928631745e-05,1.2392143567647314e-05,-0.0001531728665208,3.979267045891205e-05,1,-1,0,-1,-0.005492,6 days 00:00:00,SL Hit,ML model failed
2024-06-19 14:00:00,2.567392238108495e-05,1.250214747711606e-05,-0.0001677864589032,3.963345684406376e-05,1,-1,0,-1,-0.005492,6 days 00:00:00,SL Hit,ML model failed
2024-06-19 15:00:00,2.5442976669065675e-05,1.2608722399783254e-05,-0.0001167406023814,3.947765638513937e-05,1,-1,0,-1,-0.005492,6 days 00:00:00,SL Hit,ML model failed
2024-06-19 16:00:00,2.5235158707482413e-05,1.2713841236832296e-05,-0.0001459427904261,3.9339339222668114e-05,1,-1,0,-1,-0.005492,6 days 00:00:00,SL Hit,ML model failed
2024-06-19 17:00:00,2.505626586624757e-05,1.2807079906908936e-05,0.0004378922784993,3.9220835075931474e-05,1,1,1,-1,-0.005492,6 days 00:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-19 18:00:00,2.494953536164152e-05,1.2906125076102194e-05,0.0003720455208637,3.915899373380994e-05,1,1,1,-1,-0.005492,6 days 00:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-19 19:00:00,2.4947118933529312e-05,1.302428550850416e-05,-2.187689143950955e-05,3.918124914981071e-05,1,-1,0,-1,-0.005492,6 days 00:00:00,SL Hit,ML model failed
2024-06-19 20:00:00,2.493016149815036e-05,1.3134477497039972e-05,-4.375474009676861e-05,3.919069941775716e-05,1,-1,0,-1,-0.005492,6 days 00:00:00,SL Hit,ML model failed
2024-06-19 21:00:00,2.49185693305278e-05,1.3231002246008722e-05,-0.0002479543763947,3.920148537270664e-05,1,-1,0,-1,-0.005492,6 days 00:00:00,SL Hit,ML model failed
2024-06-19 22:00:00,2.488787079117476e-05,1.3301664676548129e-05,-0.0002480158730159,3.919230473606413e-05,1,-1,0,-1,-0.005492,6 days 00:00:00,SL Hit,ML model failed
2024-06-19 23:00:00,2.486784748853076e-05,1.3366117925870671e-05,8.026033534225263e-05,3.919006402620408e-05,1,1,1,-1,-0.005492,6 days 00:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
