timestamp,X_sma_30,X_sma_60,X_sma_90,X_sma_150,X_sma_200,X_kama_30,X_kama_60,X_kama_90,X_kama_150,X_kama_200,X_slope_120,X_slope_360,X_slope_720,actual_target,forecast,y_predict,y_actual,signal_correct,pnl,return_pct,duration,tp_sl_status,Category
2024-06-12 12:00:00,1.375965,1.376244,1.3739667777777778,1.3716198000000002,1.36975075,1.376170025998605,1.375678662408025,1.374673692907467,1.3736345397575276,1.3721825469696656,9.228383915552408e-05,2.129615454851588e-05,2.377073129630927e-06,1.454852296123299e-05,-0.0003413988381158,-1,1,0,0,,,No TP/SL,ML model failed
2024-06-12 13:00:00,1.3759043333333334,1.3762198333333335,1.374035222222222,1.3716929333333334,1.36978355,1.3761393572311842,1.3756694725142251,1.374674929736057,1.373657516968549,1.3722075525270183,9.137526911592324e-05,2.142182810052364e-05,2.5713797030164344e-06,-0.0003346111600095,-0.000343604661838,-1,-1,1,1,0.003224,0 days 02:00:00,TP Hit,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-12 14:00:00,1.375846,1.3761935,1.3741005555555554,1.3717622,1.369812,1.3761010162894578,1.3756551177912846,1.3746665444456163,1.3736695676345725,1.3722259624531736,9.002340440314102e-05,2.154063945966677e-05,2.761630198625e-06,-0.003769273869036,-0.0003453082081446,-1,-1,1,1,0.003224,0 days 02:00:00,TP Hit,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-12 15:00:00,1.3756106666666668,1.3760725,1.374124222222222,1.3717902,1.36981395,1.375490644744019,1.3753722678022682,1.3746203212935948,1.3736293897285776,1.3722121016212503,8.639940273637002e-05,2.1403317155222056e-05,2.892825153352958e-06,-0.0003359895989305,-0.0003381003169953,-1,-1,1,1,0.003224,0 days 02:00:00,TP Hit,"ML Model, Risk Management and Trade Management are good and PnL is positive"
2024-06-12 16:00:00,1.3753563333333332,1.375947,1.3741456666666667,1.3718148,1.3698199,1.37483545790788,1.3750704229500317,1.3745734530826113,1.3735888894433084,1.3721942686604782,8.219827765824712e-05,2.1234595431542204e-05,3.009719347438611e-06,0.0002630367593869,-0.0003302065200641,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-12 17:00:00,1.375097,1.375822833333333,1.374167666666667,1.3718282,1.36982935,1.374252334063847,1.3748031748558531,1.3745291786459377,1.373560424451307,1.3721766701068123,7.95037155358641e-05,2.117592728340364e-05,3.130472055944214e-06,0.0001753117261631,-0.00032379735128,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-12 18:00:00,1.374823,1.375692,1.3741966666666667,1.3718364666666665,1.36984235,1.3736837235529011,1.3745347922957571,1.3744793659939694,1.3735371388414273,1.3721588623283252,7.75971942496603e-05,2.113074432159028e-05,3.255305758700183e-06,-0.0005696632413838,-0.0003181409569334,-1,-1,1,-1,-0.005674,1 days 23:00:00,SL Hit,ML model is good but Risk Management and Trade Management are bad
2024-06-12 19:00:00,1.374536,1.3755553333333337,1.3742154444444443,1.3718309333333334,1.36985225,1.3730665316774042,1.3742280701291367,1.3744355512061064,1.3735118895438885,1.372138258742034,7.484832280022137e-05,2.1009661854386924e-05,3.3696448102539265e-06,0.0008915196024699,-0.0003109797050279,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-12 20:00:00,1.374257,1.375446333333333,1.3742473333333334,1.3718339333333334,1.3698664500000002,1.372691759570895,1.3740652842583356,1.3743889440707764,1.3734942861639008,1.372122939514654,7.240780609767909e-05,2.0966279317993365e-05,3.498248131917112e-06,0.0014310016281293,-0.0003070176747116,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
2024-06-12 21:00:00,1.3740686666666666,1.3753615,1.3743005555555556,1.3718585333333335,1.3698951,1.3726334384231955,1.3740051493169618,1.3743493598061864,1.3734790719527443,1.372118671273491,7.05484755885835e-05,2.100067773157266e-05,3.6388502549863247e-06,0.0007071877984587,-0.0003077259416248,-1,1,0,-1,-0.005674,1 days 23:00:00,SL Hit,ML model failed
