Trade_ID,EntryBar,ExitBar,Ticker,Size,EntryPrice,ExitPrice,SL,TP,PnL,ReturnPct,EntryTime,ExitTime,Tag,Reason,Duration
55,5016,5047,Asset,66116,1.429031,1.4202,{'SL': 1.4202000000000001},{'TP': 1.4398},-583.900016,-0.00618,2025-04-02 02:00:00,2025-04-03 09:00:00,,SL Hit,1 days 07:00:00
56,5048,5175,Asset,66300,1.417121,1.4024,{'SL': 1.4024},{'TP': 1.4354},-975.992521,-0.010388,2025-04-03 10:00:00,2025-04-10 17:00:00,,SL Hit,7 days 07:00:00
57,5176,5197,Asset,58132,1.39977,1.3877,{'SL': 1.3819000000000001},{'TP': 1.4219000000000002},-701.652368,-0.008623,2025-04-10 18:00:00,2025-04-11 15:00:00,,,0 days 21:00:00
58,5198,5251,Asset,-48359,1.385491,1.39661,{'SL': 1.4068},{'TP': 1.359},-537.717165,-0.008026,2025-04-11 16:00:00,2025-04-15 21:00:00,,,4 days 05:00:00
59,5252,5332,Asset,59858,1.39665,1.3795,{'SL': 1.3795000000000002},{'TP': 1.4180000000000001},-1026.554464,-0.012279,2025-04-15 22:00:00,2025-04-21 06:00:00,,SL Hit,5 days 08:00:00
60,5333,5392,Asset,65991,1.379559,1.388,{'SL': 1.3727},{'TP': 1.3880000000000001},557.031714,0.006119,2025-04-21 07:00:00,2025-04-23 18:00:00,,TP Hit,2 days 11:00:00
61,5393,5476,Asset,65884,1.389409,1.3837,{'SL': 1.3758000000000001},{'TP': 1.4062000000000001},-376.162524,-0.004109,2025-04-23 19:00:00,2025-04-29 06:00:00,,,5 days 11:00:00
62,5477,5551,Asset,-65816,1.385561,1.38203,{'SL': 1.3932},{'TP': 1.3761},232.377769,0.002548,2025-04-29 07:00:00,2025-05-02 09:00:00,,,3 days 02:00:00
63,5552,5609,Asset,66197,1.380879,1.3752,{'SL': 1.3752},{'TP': 1.3879000000000001},-375.935444,-0.004113,2025-05-02 10:00:00,2025-05-06 19:00:00,,SL Hit,4 days 09:00:00
64,5610,5655,Asset,66132,1.377129,1.3902,{'SL': 1.3665},{'TP': 1.3902},864.421093,0.009492,2025-05-06 20:00:00,2025-05-08 17:00:00,,TP Hit,1 days 21:00:00
65,5656,5851,Asset,66090,1.389789,1.39182,{'SL': 1.3788},{'TP': 1.4034},134.19667,0.001461,2025-05-08 18:00:00,2025-05-20 21:00:00,,,12 days 03:00:00
66,5852,5870,Asset,-66027,1.39279,1.38696,{'SL': 1.4038000000000002},{'TP': 1.3792},384.960982,0.004186,2025-05-20 22:00:00,2025-05-21 16:00:00,,,0 days 18:00:00
67,5871,5918,Asset,66566,1.386849,1.3789,{'SL': 1.3789},{'TP': 1.3966},-529.1557,-0.005732,2025-05-21 17:00:00,2025-05-23 16:00:00,,SL Hit,1 days 23:00:00
68,5919,6056,Asset,66631,1.378389,1.3679,{'SL': 1.3679000000000001},{'TP': 1.3913},-698.886962,-0.00761,2025-05-23 17:00:00,2025-06-02 10:00:00,,SL Hit,9 days 17:00:00
69,6057,6258,Asset,66672,1.368098,1.36,{'SL': 1.36},{'TP': 1.3800000000000001},-539.936625,-0.005919,2025-06-02 11:00:00,2025-06-12 20:00:00,,SL Hit,10 days 09:00:00
70,6259,6285,Asset,66707,1.360088,1.35795,{'SL': 1.353},{'TP': 1.3687},-142.619633,-0.001572,2025-06-12 21:00:00,2025-06-13 23:00:00,,,1 days 02:00:00
