Trade_ID,EntryBar,ExitBar,Ticker,Size,EntryPrice,ExitPrice,SL,TP,PnL,ReturnPct,EntryTime,ExitTime,Tag,Reason,Duration
50,2885,3287,Asset,51864,1.416281,1.4414,{'SL': 1.3961000000000001},{'TP': 1.4414},1302.781644,0.017736,2024-11-26 03:00:00,2024-12-18 21:00:00,,TP Hit,22 days 18:00:00
51,3288,3401,Asset,65890,1.441772,1.43826,{'SL': 1.4282000000000001},{'TP': 1.4586000000000001},-231.411281,-0.002436,2024-12-18 22:00:00,2024-12-26 14:00:00,,,7 days 16:00:00
52,3402,3451,Asset,-65831,1.439728,1.4408,{'SL': 1.4464000000000001},{'TP': 1.4316},-70.570174,-0.000745,2024-12-26 15:00:00,2024-12-30 16:00:00,,,4 days 01:00:00
53,3452,3544,Asset,65724,1.441302,1.4316,{'SL': 1.4316},{'TP': 1.4532},-637.65829,-0.006731,2024-12-30 17:00:00,2025-01-06 13:00:00,,SL Hit,6 days 20:00:00
54,3545,3767,Asset,65831,1.430212,1.4469,{'SL': 1.4167},{'TP': 1.4469},1098.620183,0.011669,2025-01-06 14:00:00,2025-01-17 22:00:00,,TP Hit,11 days 08:00:00
55,3768,3784,Asset,65764,1.446732,1.4336,{'SL': 1.4336},{'TP': 1.463},-863.634747,-0.009077,2025-01-17 23:00:00,2025-01-20 15:00:00,,SL Hit,2 days 16:00:00
56,3785,3983,Asset,59134,1.431522,1.4534,{'SL': 1.4135},{'TP': 1.4534},1293.758932,0.015283,2025-01-20 16:00:00,2025-01-30 22:00:00,,TP Hit,10 days 06:00:00
57,3984,4009,Asset,55951,1.448712,1.47351,{'SL': 1.4296},{'TP': 1.4723000000000002},1387.448727,0.017117,2025-01-30 23:00:00,2025-02-03 00:00:00,,TP Hit,3 days 01:00:00
58,4010,4067,Asset,24561,1.473304,1.4295,{'SL': 1.4295},{'TP': 1.528},-1075.86173,-0.029732,2025-02-03 01:00:00,2025-02-05 10:00:00,,SL Hit,2 days 09:00:00
59,4068,4076,Asset,67071,1.428461,1.42822,{'SL': 1.4188},{'TP': 1.4404000000000001},-16.192247,-0.000169,2025-02-05 11:00:00,2025-02-05 19:00:00,,,0 days 08:00:00
60,4077,4241,Asset,-67022,1.429149,1.4152,{'SL': 1.4404000000000001},{'TP': 1.4152},934.858981,0.00976,2025-02-05 20:00:00,2025-02-14 16:00:00,,TP Hit,8 days 20:00:00
61,4242,4315,Asset,-68275,1.415249,1.4235,{'SL': 1.4235},{'TP': 1.4051},-563.321049,-0.00583,2025-02-14 17:00:00,2025-02-19 18:00:00,,SL Hit,5 days 01:00:00
62,4316,4391,Asset,-67519,1.423549,1.4228,{'SL': 1.4318},{'TP': 1.4134},50.55951,0.000526,2025-02-19 19:00:00,2025-02-24 22:00:00,,,5 days 03:00:00
63,4392,4456,Asset,67426,1.426351,1.4417,{'SL': 1.4140000000000001},{'TP': 1.4417},1034.900502,0.010761,2025-02-24 23:00:00,2025-02-27 15:00:00,,TP Hit,2 days 16:00:00
64,4457,4578,Asset,67309,1.442682,1.4297,{'SL': 1.4297},{'TP': 1.4588},-873.814222,-0.008999,2025-02-27 16:00:00,2025-03-06 17:00:00,,SL Hit,7 days 01:00:00
65,4579,4628,Asset,67496,1.426981,1.4442,{'SL': 1.4132},{'TP': 1.4442000000000002},1162.190304,0.012066,2025-03-06 18:00:00,2025-03-10 19:00:00,,TP Hit,4 days 01:00:00
66,4629,4651,Asset,67396,1.444682,1.44643,{'SL': 1.4338},{'TP': 1.458},117.792673,0.00121,2025-03-10 20:00:00,2025-03-11 18:00:00,,,0 days 22:00:00
67,4652,4751,Asset,-55852,1.448228,1.4286,{'SL': 1.4677},{'TP': 1.4241000000000001},1096.239877,0.013553,2025-03-11 19:00:00,2025-03-17 23:00:00,,,6 days 04:00:00
68,4752,4811,Asset,68914,1.428821,1.4373,{'SL': 1.4217},{'TP': 1.4373},584.291656,0.005934,2025-03-18 00:00:00,2025-03-20 11:00:00,,TP Hit,2 days 11:00:00
69,4812,4863,Asset,68861,1.437442,1.4309,{'SL': 1.4309},{'TP': 1.4454},-450.479607,-0.004551,2025-03-20 12:00:00,2025-03-24 16:00:00,,SL Hit,4 days 04:00:00
70,4864,5046,Asset,68904,1.430662,1.4212,{'SL': 1.4212},{'TP': 1.4424000000000001},-651.937229,-0.006613,2025-03-24 17:00:00,2025-04-03 08:00:00,,SL Hit,9 days 15:00:00
71,5047,5053,Asset,68932,1.421571,1.4072,{'SL': 1.4072},{'TP': 1.4394},-990.626942,-0.010109,2025-04-03 09:00:00,2025-04-03 15:00:00,,SL Hit,0 days 06:00:00
72,5054,5151,Asset,47526,1.40817,1.41412,{'SL': 1.3854},{'TP': 1.4365},282.760452,0.004225,2025-04-03 16:00:00,2025-04-09 17:00:00,,,6 days 01:00:00
73,5152,5179,Asset,-54658,1.419839,1.3953,{'SL': 1.4398},{'TP': 1.3953},1341.252908,0.017283,2025-04-09 18:00:00,2025-04-10 21:00:00,,TP Hit,1 days 03:00:00
74,5180,5451,Asset,-53866,1.39843,1.38813,{'SL': 1.4188},{'TP': 1.373},554.82384,0.007365,2025-04-10 22:00:00,2025-04-28 05:00:00,,,17 days 07:00:00
75,5452,5468,Asset,71367,1.388049,1.3819,{'SL': 1.3819000000000001},{'TP': 1.3955},-438.864158,-0.00443,2025-04-28 06:00:00,2025-04-28 22:00:00,,SL Hit,0 days 16:00:00
76,5469,5486,Asset,71406,1.381759,1.38317,{'SL': 1.3704},{'TP': 1.3958000000000002},100.747832,0.001021,2025-04-28 23:00:00,2025-04-29 16:00:00,,,0 days 17:00:00
77,5487,5551,Asset,-71341,1.384201,1.38203,{'SL': 1.3934},{'TP': 1.3727},154.86608,0.001568,2025-04-29 17:00:00,2025-05-02 09:00:00,,,2 days 16:00:00
78,5552,5609,Asset,71618,1.380879,1.3752,{'SL': 1.3752},{'TP': 1.3879000000000001},-406.721523,-0.004113,2025-05-02 10:00:00,2025-05-06 19:00:00,,SL Hit,4 days 09:00:00
79,5610,5655,Asset,71547,1.377129,1.3902,{'SL': 1.3665},{'TP': 1.3902},935.201354,0.009492,2025-05-06 20:00:00,2025-05-08 17:00:00,,TP Hit,1 days 21:00:00
80,5656,5918,Asset,71502,1.389789,1.3788,{'SL': 1.3788},{'TP': 1.4034},-785.770228,-0.007907,2025-05-08 18:00:00,2025-05-23 16:00:00,,SL Hit,14 days 22:00:00
81,5919,6056,Asset,71581,1.378389,1.3679,{'SL': 1.3679000000000001},{'TP': 1.3913},-750.807096,-0.00761,2025-05-23 17:00:00,2025-06-02 10:00:00,,SL Hit,9 days 17:00:00
82,6057,6251,Asset,71625,1.368098,1.36477,{'SL': 1.36},{'TP': 1.3800000000000001},-238.396757,-0.002433,2025-06-02 11:00:00,2025-06-12 13:00:00,,,10 days 02:00:00
83,6252,6285,Asset,-71708,1.363372,1.35795,{'SL': 1.371},{'TP': 1.3539},388.788442,0.003977,2025-06-12 14:00:00,2025-06-13 23:00:00,,,1 days 09:00:00
