Trade_ID,EntryBar,ExitBar,Ticker,Size,EntryPrice,ExitPrice,SL,TP,PnL,ReturnPct,EntryTime,ExitTime,Tag,Reason,Duration
78,5171,5178,Asset,68035,1.40742,1.3965,{'SL': 1.3965},{'TP': 1.4209},-742.967203,-0.007759,2025-04-10 13:00:00,2025-04-10 20:00:00,,SL Hit,0 days 07:00:00
79,5179,5194,Asset,51993,1.39589,1.3903,{'SL': 1.3754},{'TP': 1.4211},-290.630003,-0.004004,2025-04-10 21:00:00,2025-04-11 12:00:00,,,0 days 15:00:00
80,5195,5351,Asset,-60516,1.388221,1.38388,{'SL': 1.4057000000000002},{'TP': 1.3665},262.674872,0.003127,2025-04-11 13:00:00,2025-04-22 01:00:00,,,10 days 12:00:00
81,5352,5451,Asset,68696,1.383779,1.38813,{'SL': 1.3769},{'TP': 1.3922},298.883553,0.003144,2025-04-22 02:00:00,2025-04-28 05:00:00,,,6 days 03:00:00
82,5452,5512,Asset,-68680,1.387911,1.3804,{'SL': 1.3940000000000001},{'TP': 1.3804},515.828077,0.005411,2025-04-28 06:00:00,2025-04-30 18:00:00,,TP Hit,2 days 12:00:00
83,5513,5551,Asset,-69377,1.380641,1.38203,{'SL': 1.3920000000000001},{'TP': 1.3666},-96.367116,-0.001006,2025-04-30 19:00:00,2025-05-02 09:00:00,,,1 days 14:00:00
84,5552,5609,Asset,69310,1.380879,1.3752,{'SL': 1.3752},{'TP': 1.3879000000000001},-393.614297,-0.004113,2025-05-02 10:00:00,2025-05-06 19:00:00,,SL Hit,4 days 09:00:00
85,5610,5655,Asset,69241,1.377129,1.3902,{'SL': 1.3665},{'TP': 1.3902},905.059289,0.009492,2025-05-06 20:00:00,2025-05-08 17:00:00,,TP Hit,1 days 21:00:00
86,5656,5918,Asset,69197,1.389789,1.3788,{'SL': 1.3788},{'TP': 1.4034},-760.439463,-0.007907,2025-05-08 18:00:00,2025-05-23 16:00:00,,SL Hit,14 days 22:00:00
87,5919,6056,Asset,69274,1.378389,1.3679,{'SL': 1.3679000000000001},{'TP': 1.3913},-726.609167,-0.00761,2025-05-23 17:00:00,2025-06-02 10:00:00,,SL Hit,9 days 17:00:00
88,6057,6251,Asset,69317,1.368098,1.36477,{'SL': 1.36},{'TP': 1.3800000000000001},-230.714807,-0.002433,2025-06-02 11:00:00,2025-06-12 13:00:00,,,10 days 02:00:00
89,6252,6285,Asset,-69397,1.363372,1.35795,{'SL': 1.371},{'TP': 1.3539},376.258598,0.003977,2025-06-12 14:00:00,2025-06-13 23:00:00,,,1 days 09:00:00
