timestamp,X_sma_30,X_sma_60,X_sma_90,X_sma_150,X_sma_200,X_kama_30,X_kama_60,X_kama_90,X_kama_150,X_kama_200,X_slope_360,X_slope_720,actual_target,forecast,y_predict,y_actual,signal_correct
2025-01-09 01:00:00,0.10989629774664166,0.10946098554036,0.10869634789029467,0.10691282955849173,0.105742201661874,0.1089412954527229,0.10896175640436144,0.10874452508317904,0.10833402900081089,0.10791181204041958,7.451556434700295e-07,5.189695248332595e-06,0.000250399944355717,6.255343629237749e-05,1,1,1
2025-01-09 02:00:00,0.10990412458259934,0.10946198989321937,0.10869562513285957,0.10691308241913013,0.105741415002582,0.1089426250446,0.10896224350885693,0.10874475486695871,0.10833421827732513,0.1079118377171489,6.935317269492921e-07,5.189785024979375e-06,-0.00022947582159305036,6.175368801917085e-05,1,-1,0
2025-01-09 03:00:00,0.10991184944023834,0.10947163930866532,0.10869435610526999,0.10691399470064906,0.105740154142128,0.10894333435002602,0.10896393814057087,0.10874487254427956,0.10833431092752657,0.10791171773949448,6.396939959451241e-07,5.195375479516998e-06,-0.00037559207918036464,6.102075607715635e-05,1,-1,0
2025-01-09 04:00:00,0.10991495977895765,0.109478606212044,0.10869319633171134,0.10691512513644426,0.105738933717432,0.10894322974517896,0.10896435313820244,0.10874475838276887,0.10833417440517756,0.10791135830479864,5.865683754463189e-07,5.198079627076344e-06,0.0003061529790773232,6.039245716028134e-05,1,1,1
2025-01-09 05:00:00,0.10991967627619599,0.10948763267445065,0.10869137262981113,0.10691599279549759,0.10573743024243,0.10894355280397468,0.1089657471320522,0.10874484298157235,0.1083342258781579,0.1079111849484566,5.378195188757441e-07,5.19889879885364e-06,6.260303416039115e-05,5.970730170110539e-05,1,1,1
2025-01-09 06:00:00,0.10992207276668464,0.10949354437166069,0.10868952371544224,0.10691701415415467,0.105736114242306,0.10894380921278586,0.10896676988554645,0.10874497217722871,0.10833431727318626,0.1079110622679402,4.911665819786794e-07,5.1985485633760855e-06,-0.0002434410038116841,5.909009963763191e-05,1,-1,0
2025-01-09 07:00:00,0.10992411233305799,0.10949515896423201,0.1086881454338218,0.10691802063865653,0.10573461076730399,0.10894383119449749,0.10896700172788121,0.10874493130311957,0.10833426064637866,0.10791076520345273,4.4514999685633085e-07,5.197979926599195e-06,0.0002365431308570809,5.849889492755991e-05,1,1,1
2025-01-09 08:00:00,0.10993061345087299,0.10949725666324202,0.10868602758645378,0.10691932460626241,0.10573330579511399,0.10894443870613407,0.1089674674657872,0.10874506346875173,0.10833435436356117,0.1079106409551298,4.016033834001637e-07,5.198201434714152e-06,0.001599766295010685,5.785086270052581e-05,1,1,1
2025-01-09 09:00:00,0.10994353920276399,0.10950184617440935,0.10868664108985801,0.10692177884187039,0.10573331682304801,0.1089533790297937,0.10897057805297446,0.10874600751496628,0.10833584430025597,0.10791127742235052,3.674096862122331e-07,5.200217628442745e-06,-0.0010763814140178907,5.694272363738123e-05,1,-1,0
2025-01-09 10:00:00,0.10995343109967465,0.10950380402681867,0.10868506951264445,0.10692321667687306,0.10573253016375599,0.10895557198073472,0.10897140322007731,0.10874646612297273,0.10833628015912064,0.10791146421970256,3.282120333389385e-07,5.202421181010907e-06,0.0,5.62707394871536e-05,1,0,0
2025-01-09 11:00:00,0.10996225222423935,0.10950985557062935,0.10868261549902755,0.10692526931029067,0.10573161484523401,0.10895746778146466,0.10897344732785509,0.108747021042878,0.1083367848617082,0.10791165698754451,2.934320950580638e-07,5.204881584909606e-06,4.866315365048557e-05,5.567331939637952e-05,1,1,1
2025-01-09 12:00:00,0.10997114983254301,0.10951649192749734,0.1086799009565678,0.106927475643312,0.10573070320269001,0.10895946865822972,0.10897579022646618,0.1087476451877724,0.10833734389221801,0.10791187721341054,2.5772559410677784e-07,5.204470946299783e-06,0.0007785725706102031,5.501408026947209e-05,1,1,1
2025-01-09 13:00:00,0.10998489141098333,0.10952521327004802,0.10867658971901624,0.10692980592762666,0.10573011504621001,0.10896661967663164,0.10898123282702032,0.10874910464792849,0.10833856227753794,0.10791249511818354,2.2822117907717974e-07,5.204455142631174e-06,-0.0003056298405861302,5.4097154882201696e-05,1,-1,0
2025-01-09 14:00:00,0.10999598155313832,0.10953281583979334,0.10867116903825291,0.10693188335130294,0.10572947175006,0.1089706618961334,0.10898494485784292,0.1087507964115706,0.10833946147898356,0.10791295274782925,1.956810266203279e-07,5.203750756066097e-06,0.00019455117738198524,5.331605295519756e-05,1,1,1
2025-01-09 15:00:00,0.11000477718312332,0.10953961746991667,0.1086659500572389,0.1069341838873072,0.10572899019694199,0.10897430537981027,0.10898864372720118,0.10875267737210109,0.10834056129033212,0.10791348837131896,1.692742060733861e-07,5.203772709171307e-06,0.00038207976436099855,5.269189186222717e-05,1,1,1
2025-01-09 16:00:00,0.11001341984563033,0.10954742345289935,0.10866102522169266,0.10693670257758774,0.10572866671087798,0.10897888157921533,0.10899386229855942,0.10875494209467808,0.10834203571916995,0.10791418655391524,1.3723052654310193e-07,5.206409379815809e-06,-0.00011805227632566417,5.2004298153674085e-05,1,-1,0
2025-01-09 17:00:00,0.11002221547561533,0.10955539470913736,0.10865686516436268,0.10693822469946987,0.10572828440916598,0.10898310309698168,0.10899877717833582,0.10875678156603326,0.1083431192506082,0.10791483410086558,1.1305012897145762e-07,5.2059191323138e-06,-0.00022224228576184224,5.133945009253374e-05,1,-1,0
2025-01-09 18:00:00,0.110028436153054,0.10956284471895468,0.10865257904468935,0.1069395088348688,0.10572799033092599,0.10898548585835804,0.10900261607149041,0.10875837623006364,0.10834398807420582,0.10791535233754754,9.317062883490387e-08,5.2025909516913625e-06,1.3893230523365219e-05,5.0811013779913935e-05,1,1,1
2025-01-09 19:00:00,0.11002983835493567,0.10957311708744,0.10864843579567177,0.10694081280247467,0.10572766684486198,0.10898635140760271,0.10900865481890455,0.10875993161496915,0.10834486518274819,0.10791587974914678,7.384988973943866e-08,5.1993336757469854e-06,-0.0002917537875893883,5.0404608693351196e-05,1,-1,0
2025-01-09 20:00:00,0.11003047571942734,0.10958227068312,0.10864353617259424,0.10694157634244161,0.105727516129764,0.10898685109319868,0.1090126586407451,0.10876130296787066,0.10834545563305643,0.10791624022455822,5.1677152385299e-08,5.197472411887154e-06,5.5588368134129595e-05,5.002945584207816e-05,1,1,1
