Trade_ID,EntryBar,ExitBar,Ticker,Size,EntryPrice,ExitPrice,SL,TP,PnL,ReturnPct,EntryTime,ExitTime,Tag,Reason,Duration
46,2352,2494,Asset,65213,1.385589,1.3952,{'SL': 1.3778000000000001},{'TP': 1.3952},626.744144,0.006936,2024-10-24 21:00:00,2024-11-01 19:00:00,,TP Hit,7 days 22:00:00
47,2495,2538,Asset,65171,1.39515,1.3865,{'SL': 1.3865},{'TP': 1.4058000000000002},-563.713118,-0.0062,2024-11-01 20:00:00,2024-11-05 16:00:00,,SL Hit,3 days 20:00:00
48,2539,2551,Asset,65239,1.386159,1.392,{'SL': 1.3809},{'TP': 1.3920000000000001},381.041134,0.004214,2024-11-05 17:00:00,2024-11-06 05:00:00,,TP Hit,0 days 12:00:00
49,2552,2731,Asset,65154,1.39298,1.4103,{'SL': 1.379},{'TP': 1.4103},1128.490377,0.012434,2024-11-06 06:00:00,2024-11-15 17:00:00,,TP Hit,9 days 11:00:00
50,2732,2777,Asset,65184,1.40791,1.3984,{'SL': 1.3984},{'TP': 1.4196},-619.925392,-0.006755,2024-11-15 18:00:00,2024-11-19 15:00:00,,SL Hit,3 days 21:00:00
51,2778,2884,Asset,65124,1.40078,1.413,{'SL': 1.3906},{'TP': 1.413},795.812968,0.008724,2024-11-19 16:00:00,2024-11-26 02:00:00,,TP Hit,6 days 10:00:00
52,2885,3287,Asset,50818,1.416281,1.4414,{'SL': 1.3961000000000001},{'TP': 1.4414},1276.506972,0.017736,2024-11-26 03:00:00,2024-12-18 21:00:00,,TP Hit,22 days 18:00:00
53,3288,3440,Asset,64560,1.441772,1.44001,{'SL': 1.4282000000000001},{'TP': 1.4586000000000001},-113.760208,-0.001222,2024-12-18 22:00:00,2024-12-30 05:00:00,,,11 days 07:00:00
54,3441,3451,Asset,-64579,1.439648,1.4408,{'SL': 1.4436},{'TP': 1.4348},-74.394104,-0.0008,2024-12-30 06:00:00,2024-12-30 16:00:00,,,0 days 10:00:00
55,3452,3544,Asset,64465,1.441302,1.4316,{'SL': 1.4316},{'TP': 1.4532},-625.443395,-0.006731,2024-12-30 17:00:00,2025-01-06 13:00:00,,SL Hit,6 days 20:00:00
56,3545,3767,Asset,64570,1.430212,1.4469,{'SL': 1.4167},{'TP': 1.4469},1077.575993,0.011669,2025-01-06 14:00:00,2025-01-17 22:00:00,,TP Hit,11 days 08:00:00
57,3768,3784,Asset,64504,1.446732,1.4336,{'SL': 1.4336},{'TP': 1.463},-847.088008,-0.009077,2025-01-17 23:00:00,2025-01-20 15:00:00,,SL Hit,2 days 16:00:00
58,3785,3983,Asset,58002,1.431522,1.4534,{'SL': 1.4135},{'TP': 1.4534},1268.992552,0.015283,2025-01-20 16:00:00,2025-01-30 22:00:00,,TP Hit,10 days 06:00:00
59,3984,4009,Asset,54879,1.448712,1.47351,{'SL': 1.4296},{'TP': 1.4723000000000002},1360.865734,0.017117,2025-01-30 23:00:00,2025-02-03 00:00:00,,TP Hit,3 days 01:00:00
60,4010,4067,Asset,24090,1.473304,1.4295,{'SL': 1.4295},{'TP': 1.528},-1055.230206,-0.029732,2025-02-03 01:00:00,2025-02-05 10:00:00,,SL Hit,2 days 09:00:00
61,4068,4083,Asset,65786,1.428461,1.43156,{'SL': 1.4188},{'TP': 1.4404000000000001},203.843217,0.002169,2025-02-05 11:00:00,2025-02-06 02:00:00,,,0 days 15:00:00
62,4084,4092,Asset,-65740,1.432118,1.4358,{'SL': 1.4405000000000001},{'TP': 1.4218000000000002},-242.029009,-0.002571,2025-02-06 03:00:00,2025-02-06 11:00:00,,,0 days 08:00:00
63,4093,4102,Asset,65415,1.436042,1.43059,{'SL': 1.4293},{'TP': 1.4443000000000001},-356.629399,-0.003796,2025-02-06 12:00:00,2025-02-06 21:00:00,,,0 days 09:00:00
64,4103,4151,Asset,-65380,1.431778,1.43079,{'SL': 1.4406},{'TP': 1.4209},64.622082,0.00069,2025-02-06 22:00:00,2025-02-10 22:00:00,,,4 days 00:00:00
65,4152,4165,Asset,65461,1.431022,1.43338,{'SL': 1.4242000000000001},{'TP': 1.4394},154.386659,0.001648,2025-02-10 23:00:00,2025-02-11 12:00:00,,,0 days 13:00:00
66,4166,4174,Asset,-65402,1.434318,1.4286,{'SL': 1.439},{'TP': 1.4286},373.986981,0.003987,2025-02-11 13:00:00,2025-02-11 21:00:00,,TP Hit,0 days 08:00:00
67,4175,4223,Asset,-65864,1.429299,1.4191,{'SL': 1.4376},{'TP': 1.4191},671.716079,0.007135,2025-02-11 22:00:00,2025-02-13 22:00:00,,TP Hit,2 days 00:00:00
68,4224,4384,Asset,-66784,1.418689,1.42121,{'SL': 1.4342000000000001},{'TP': 1.3995},-168.358323,-0.001777,2025-02-13 23:00:00,2025-02-24 15:00:00,,,10 days 16:00:00
69,4385,4411,Asset,66544,1.421701,1.4307,{'SL': 1.4144},{'TP': 1.4307},598.824033,0.00633,2025-02-24 16:00:00,2025-02-25 18:00:00,,TP Hit,1 days 02:00:00
70,4412,4456,Asset,66528,1.430142,1.4429,{'SL': 1.4198000000000002},{'TP': 1.4429},848.797255,0.008921,2025-02-25 19:00:00,2025-02-27 15:00:00,,TP Hit,1 days 20:00:00
71,4457,4578,Asset,66479,1.442682,1.4297,{'SL': 1.4297},{'TP': 1.4588},-863.039054,-0.008999,2025-02-27 16:00:00,2025-03-06 17:00:00,,SL Hit,7 days 01:00:00
72,4579,4628,Asset,66664,1.426981,1.4442,{'SL': 1.4132},{'TP': 1.4442000000000002},1147.864384,0.012066,2025-03-06 18:00:00,2025-03-10 19:00:00,,TP Hit,4 days 01:00:00
73,4629,4651,Asset,66565,1.444682,1.44643,{'SL': 1.4338},{'TP': 1.458},116.340277,0.00121,2025-03-10 20:00:00,2025-03-11 18:00:00,,,0 days 22:00:00
74,4652,4751,Asset,-55163,1.448228,1.4286,{'SL': 1.4677},{'TP': 1.4241000000000001},1082.716471,0.013553,2025-03-11 19:00:00,2025-03-17 23:00:00,,,6 days 04:00:00
75,4752,4811,Asset,68064,1.428821,1.4373,{'SL': 1.4217},{'TP': 1.4373},577.084878,0.005934,2025-03-18 00:00:00,2025-03-20 11:00:00,,TP Hit,2 days 11:00:00
76,4812,4863,Asset,68012,1.437442,1.4309,{'SL': 1.4309},{'TP': 1.4454},-444.92556,-0.004551,2025-03-20 12:00:00,2025-03-24 16:00:00,,SL Hit,4 days 04:00:00
77,4864,5046,Asset,68054,1.430662,1.4212,{'SL': 1.4212},{'TP': 1.4424000000000001},-643.894929,-0.006613,2025-03-24 17:00:00,2025-04-03 08:00:00,,SL Hit,9 days 15:00:00
78,5047,5053,Asset,68082,1.421571,1.4072,{'SL': 1.4072},{'TP': 1.4394},-978.411528,-0.010109,2025-04-03 09:00:00,2025-04-03 15:00:00,,SL Hit,0 days 06:00:00
79,5054,5151,Asset,46940,1.40817,1.41412,{'SL': 1.3854},{'TP': 1.4365},279.273989,0.004225,2025-04-03 16:00:00,2025-04-09 17:00:00,,,6 days 01:00:00
80,5152,5179,Asset,-53984,1.419839,1.3953,{'SL': 1.4398},{'TP': 1.3953},1324.713619,0.017283,2025-04-09 18:00:00,2025-04-10 21:00:00,,TP Hit,1 days 03:00:00
81,5180,5451,Asset,-53201,1.39843,1.38813,{'SL': 1.4188},{'TP': 1.373},547.97429,0.007365,2025-04-10 22:00:00,2025-04-28 05:00:00,,,17 days 07:00:00
82,5452,5464,Asset,70487,1.388049,1.38321,{'SL': 1.3819000000000001},{'TP': 1.3955},-341.114717,-0.003486,2025-04-28 06:00:00,2025-04-28 18:00:00,,,0 days 12:00:00
83,5465,5551,Asset,-70377,1.385701,1.38203,{'SL': 1.3971},{'TP': 1.3717000000000001},258.333663,0.002649,2025-04-28 19:00:00,2025-05-02 09:00:00,,,3 days 14:00:00
84,5552,5609,Asset,70799,1.380879,1.3752,{'SL': 1.3752},{'TP': 1.3879000000000001},-402.070388,-0.004113,2025-05-02 10:00:00,2025-05-06 19:00:00,,SL Hit,4 days 09:00:00
85,5610,5655,Asset,70729,1.377129,1.3902,{'SL': 1.3665},{'TP': 1.3902},924.509156,0.009492,2025-05-06 20:00:00,2025-05-08 17:00:00,,TP Hit,1 days 21:00:00
86,5656,5918,Asset,70684,1.389789,1.3788,{'SL': 1.3788},{'TP': 1.4034},-776.780828,-0.007907,2025-05-08 18:00:00,2025-05-23 16:00:00,,SL Hit,14 days 22:00:00
87,5919,6056,Asset,70763,1.378389,1.3679,{'SL': 1.3679000000000001},{'TP': 1.3913},-742.227163,-0.00761,2025-05-23 17:00:00,2025-06-02 10:00:00,,SL Hit,9 days 17:00:00
88,6057,6251,Asset,70806,1.368098,1.36477,{'SL': 1.36},{'TP': 1.3800000000000001},-235.670797,-0.002433,2025-06-02 11:00:00,2025-06-12 13:00:00,,,10 days 02:00:00
89,6252,6285,Asset,-70887,1.363372,1.35795,{'SL': 1.371},{'TP': 1.3539},384.337121,0.003977,2025-06-12 14:00:00,2025-06-13 23:00:00,,,1 days 09:00:00
